Pradako ID,Authority,Standard,Title,Lifecycle,File,Authority Hub,Page Source,Previous Path
PRA-SPC-00466,SAE AMS,SAE AMS2485M,"Coating, Black Oxide",Current-use reference,specifications/sae-ams/sae-ams-ams2485m.html,specifications/sae-ams/sae-ams-specifications.html,generated_from_master_record,
PRA-SPC-00467,SAE AMS,SAE AMS2506E,"Coating of Fasteners, Aluminum Filled, Ceramic Bonded Coating",Current-use reference,specifications/sae-ams/sae-ams-ams2506e.html,specifications/sae-ams/sae-ams-specifications.html,generated_from_master_record,
PRA-SPC-00468,SAE AS,SAE AS8879D,"Screw Threads — UNJ Profile, Inch Controlled Radius Root with Increased Minor Diameter",Current-use reference,specifications/sae-as/sae-as-as8879d.html,specifications/sae-as/sae-as-specifications.html,generated_from_master_record,
PRA-SPC-00469,SAE AS,SAE AS1132K,"Bolts, Screws, and Nuts — External Wrenching, UNJ Thread, Inch, Design Standard",Current-use reference,specifications/sae-as/sae-as-as1132k.html,specifications/sae-as/sae-as-specifications.html,generated_from_master_record,
PRA-SPC-00470,SAE AS,SAE AS7460D,"Bolts and Screws, Titanium Alloy 6Al-4V, UNS R56400, Procurement Specification",Current-use reference,specifications/sae-as/sae-as-as7460d.html,specifications/sae-as/sae-as-specifications.html,generated_from_master_record,
PRA-SPC-00471,SAE AS,SAE AS7474D,"Bolts and Screws, Steel, Corrosion-Resistant, UNS S17400, Tensile Strength 140 ksi, Procurement Specification",Current-use reference,specifications/sae-as/sae-as-as7474d.html,specifications/sae-as/sae-as-specifications.html,generated_from_master_record,
PRA-SPC-00472,SAE MA,SAE MA3374D,"Bolts and Screws, UNS S66286, Corrosion and Heat Resistant Steel, Procurement Specification, Metric",Current-use reference,specifications/sae-ma/sae-ma-ma3374d.html,specifications/sae-ma/sae-ma-specifications.html,generated_from_master_record,
PRA-SPC-00473,NAS,NA0037,"Bolt, Tension, Close Tolerance, Hexagon Head, Titanium Alloy, 1100 MPa Ftu, Metric",Current-use reference,specifications/nas/nas-na0037.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00474,NAS,NAS498,"Fasteners, Alloy Steel, Externally Threaded",Current-use reference,specifications/nas/nas-nas498.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00475,NAS,NAS1100,"Screw, Pan Head, Full Thread, Offset Cruciform Recess, 160 ksi Ftu",Legacy / Superseded,specifications/nas/nas-nas1100.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00476,NAS,NAS1774,"Nut, Self-Locking, Plate, One Lug, Low Height, Cbored, Floating, 160 ksi, 450 °F, 800 °F",Current-use reference,specifications/nas/nas-nas1774.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00477,NAS,NASM3-20,"Bolt, Machine, Aircraft",Legacy / Superseded,specifications/nas/nas-nasm3-20.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00478,NAS,NASM21043,"Nut, Self-Locking, 800 °F, Reduced Hexagon, Reduced Height, Ring Base, Corrosion Resistant Steel",Current-use reference,specifications/nas/nas-nasm21043.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00479,NAS,NASM21046,"Nut, Self-Locking, Plate Type",Current-use reference,specifications/nas/nas-nasm21046.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00480,NAS,NASM21047,"Nut, Self-Locking, Plate, Two-Lug, Low Height, Steel, 125 ksi Ftu, 450 °F",Current-use reference,specifications/nas/nas-nasm21047.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00481,NAS,NASM23964,"Bolt, Self-Retaining, Positive Locking",Current-use reference,specifications/nas/nas-nasm23964.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00482,NAS,NASM25027,"Nut, Self-Locking, 250 °F, 450 °F, and 800 °F",Legacy / Superseded,specifications/nas/nas-nasm25027.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00483,NAS,NASM27577,"Bolt, Self-Retaining, Impedance Type, 95 ksi Fsu, Flush Head, 450 °F",Current-use reference,specifications/nas/nas-nasm27577.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00484,NAS,NASM45595,"Washers, Shouldered, Recessed, Saddle, Concave and Convex, General Specification for",Current-use reference,specifications/nas/nas-nasm45595.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00485,NAS,NASM83050,"Bolt, Self-Retaining, Impedance Type",Current-use reference,specifications/nas/nas-nasm83050.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00486,MIL,MIL-DTL-1222,"Studs, Bolts, Screws and Nuts for Applications Where a High Degree of Reliability is Required; General Specification for",Current-use reference,specifications/mil/mil-dtl-1222.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00487,MIL,MIL-DTL-18240,"Fastener Element, Self-Locking, Threaded Fastener, 250 Degrees F Maximum",Current-use reference,specifications/mil/mil-dtl-18240.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00488,FF,FF-S-85,"Screw, Cap, Slotted and Hexagon Head",Current-use reference,specifications/ff/ff-s-85.html,specifications/ff/ff-specifications.html,generated_from_master_record,
PRA-SPC-00489,FF,FF-S-86,"Screw, Cap, Socket-Head",Current-use reference,specifications/ff/ff-s-86.html,specifications/ff/ff-specifications.html,generated_from_master_record,
PRA-SPC-00490,FF,FF-S-92,"Screw, Machine, Slotted, Cross-Recessed or Hexagon Head",Current-use reference,specifications/ff/ff-s-92.html,specifications/ff/ff-specifications.html,generated_from_master_record,
PRA-SPC-00491,FF,FF-S-200,"Setscrews: Hexagon Socket and Spline Socket, Headless",Current-use reference,specifications/ff/ff-s-200.html,specifications/ff/ff-specifications.html,generated_from_master_record,
PRA-SPC-00492,FF,FF-N-836,"Nut: Square, Hexagon, Cap, Slotted, Castle, Knurled, Welding and Single Ball Seat",Current-use reference,specifications/ff/ff-n-836.html,specifications/ff/ff-specifications.html,generated_from_master_record,
PRA-SPC-00493,FF,FF-W-92,"Washer, Flat (Plain)",Current-use reference,specifications/ff/ff-w-92.html,specifications/ff/ff-specifications.html,generated_from_master_record,
PRA-SPC-00494,FF,FF-W-84,"Washers, Lock (Spring)",Legacy / Superseded,specifications/ff/ff-w-84.html,specifications/ff/ff-specifications.html,generated_from_master_record,
PRA-SPC-00495,MIL,MIL-DTL-45932,"Insert, Screw Thread, Thin Wall, Locked In; General Specification for",Current-use reference,specifications/mil/mil-dtl-45932.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00496,MIL,MIL-DTL-45932/1,"Insert, Screw Thread — Thin Wall, Locked In",Current-use reference,specifications/mil/mil-dtl-45932-1.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00497,MIL,MIL-DTL-45932/3,"Insert, Screw Thread — Thin Wall, Locked In, Oversize Replacer",Current-use reference,specifications/mil/mil-dtl-45932-3.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00498,MS,MS35295,"Screw, Cap, Hexagon Head, Medium Carbon Steel, Plain Finish, UNC-2A",Current-use reference,specifications/ms/ms-ms35295.html,specifications/ms/ms-specifications.html,generated_from_master_record,
PRA-SPC-00499,MS,MS35302,"Screw, Cap, Hexagon Head, Alloy Steel, Plain Finish, UNF-2A",Current-use reference,specifications/ms/ms-ms35302.html,specifications/ms/ms-specifications.html,generated_from_master_record,
PRA-SPC-00500,MS,MS51099,"Screw, Cap, Hexagon Head, Head Drilled for Locking Wire, Steel Corrosion-Resisting, Passivated, UNC-2A",Current-use reference,specifications/ms/ms-ms51099.html,specifications/ms/ms-specifications.html,generated_from_master_record,
PRA-SPC-00501,MS,MS51100,"Screw, Cap, Hexagon Head, Head Drilled for Locking Wire, Steel Corrosion-Resisting, Passivated, UNF-2A",Current-use reference,specifications/ms/ms-ms51100.html,specifications/ms/ms-specifications.html,generated_from_master_record,
PRA-SPC-00502,MS,MS51107,"Screw, Cap, Hexagon Head, Shank Drilled for Cotter Pin, Alloy Steel, Grade 8, Phosphate Coated, UNC-2A",Current-use reference,specifications/ms/ms-ms51107.html,specifications/ms/ms-specifications.html,generated_from_master_record,
PRA-SPC-00503,MS,MS51108,"Screw, Cap, Hexagon Head, Shank Drilled for Cotter Pin, Alloy Steel, Grade 8, Phosphate Coated, UNF-2A",Current-use reference,specifications/ms/ms-ms51108.html,specifications/ms/ms-specifications.html,generated_from_master_record,
PRA-SPC-00504,NAS,NAS1351,"Screw, Cap, Socket Head, Undrilled and Drilled, Plain and Self-Locking, Alloy Steel and Corrosion-Resisting Steel and Heat-Resistant Steel, UNRF-3A",Current-use reference,specifications/nas/nas-nas1351.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00505,NAS,NAS1352,"Screw, Cap, Socket Head, Undrilled and Drilled, Plain and Self-Locking, Alloy Steel and Corrosion-Resistant Steel and Heat-Resistant Steel, UNRC-3A and UNRC-2A",Current-use reference,specifications/nas/nas-nas1352.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00506,NAS,NASM24667,"Screw, Cap, Socket Head, Flat Countersunk, 82 deg., Alloy Steel, UNC-3A",Current-use reference,specifications/nas/nas-nasm24667.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00507,NAS,NASM24671,"Screw, Cap, Socket-Head-Flat Countersunk, 82 deg., Corrosion-Resisting Steel, UNC-3A",Current-use reference,specifications/nas/nas-nasm24671.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00508,NAS,NASM24673,"Screw, Cap, Socket Head, Hexagon, Drilled Corrosion-Resisting Steel, UNF-3A",Current-use reference,specifications/nas/nas-nasm24673.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00509,NAS,NASM24674,"Screw, Cap, Socket Head, Hexagon, Drilled Corrosion-Resisting Steel, UNC-3A",Current-use reference,specifications/nas/nas-nasm24674.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00510,NAS,NASM85730,"Nut, Self-Locking, Spline Drive, Assembled Washer, Nickel Alloy 718, 220 ksi Ftu, 900 °F, General Specification for",Legacy / Superseded,specifications/nas/nas-nasm85730.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00511,MIL,MIL-PRF-32647,Zinc-Nickel Electroplating for Fasteners,Current-use reference,specifications/mil/mil-prf-32647.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00512,MIL,MIL-DTL-32648,"Zinc Nickel Plating, Low Hydrogen Embrittlement Electro-Deposition",Current-use reference,specifications/mil/mil-dtl-32648.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00513,MIL,MIL-PRF-32660,"Plating, Zinc-Nickel Alloy, Low Hydrogen Embrittlement, Alkaline Electrodeposited",Current-use reference,specifications/mil/mil-prf-32660.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00514,MIL,MIL-DTL-16232,"Phosphate Coating, Heavy, Manganese or Zinc Base",Current-use reference,specifications/mil/mil-dtl-16232.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00515,MIL,MIL-DTL-13924,"Coating, Oxide, Black, for Ferrous Metals",Current-use reference,specifications/mil/mil-dtl-13924.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00516,MIL,MIL-DTL-495,"Finish, Chemical, Black, for Copper Alloys",Current-use reference,specifications/mil/mil-dtl-495.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00517,MIL,MIL-DTL-5541,Chemical Conversion Coatings on Aluminum and Aluminum Alloys,Current-use reference,specifications/mil/mil-dtl-5541.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00518,MIL,MIL-PRF-8625,Anodic Coatings for Aluminum and Aluminum Alloys,Current-use reference,specifications/mil/mil-prf-8625.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00519,MIL,MIL-DTL-81706,Chemical Conversion Materials for Coating Aluminum and Aluminum Alloys,Current-use reference,specifications/mil/mil-dtl-81706.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00520,MIL,MIL-DTL-81751,"Coating, Metallic-Ceramic",Legacy / Superseded,specifications/mil/mil-dtl-81751.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00521,MIL,MIL-DTL-83488,"Coating, Aluminum, High Purity",Current-use reference,specifications/mil/mil-dtl-83488.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00522,MIL,MIL-C-87115,Immersion Zinc Flake / Chromate Dispersion Coating,Legacy / Superseded,specifications/mil/mil-c-87115.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00523,SAE AMS,SAE AMS-QQ-P-416,"Plating, Cadmium (Electrodeposited)",Legacy / Superseded,specifications/sae-ams/sae-ams-qq-p-416.html,specifications/sae-ams/sae-ams-specifications.html,generated_from_master_record,
PRA-SPC-00524,MIL,MIL-STD-1500,"Cadmium-Titanium Plating, Low Embrittlement, Electrodeposition",Legacy / Superseded,specifications/mil/mil-std-1500.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00525,MIL,MIL-STD-1501,"Chromium Plating, Low Embrittlement, Electrodeposition",Current-use reference,specifications/mil/mil-std-1501.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00526,MIL,MIL-STD-865,"Selective Brush Plating, Electrodeposition",Current-use reference,specifications/mil/mil-std-865.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00527,MIL,MIL-STD-889,Galvanic Compatibility of Electrically Conductive Materials,Current-use reference,specifications/mil/mil-std-889.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00528,MIL,MIL-STD-1568,Materials and Processes for Corrosion Prevention and Control in Aerospace Weapons Systems,Current-use reference,specifications/mil/mil-std-1568.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00529,MIL,MIL-STD-1587,Material and Process Requirements for Aerospace Weapons Systems,Current-use reference,specifications/mil/mil-std-1587.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00530,MIL,MIL-STD-7179,"Finishes, Coatings, and Sealants, for the Protection of Aerospace Weapons Systems and Support Equipment",Current-use reference,specifications/mil/mil-std-7179.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00531,MIL,MIL-STD-1916,DoD Preferred Methods for Acceptance of Product,Current-use reference,specifications/mil/mil-std-1916.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00532,FED,FED-STD-H28,Screw-Thread Standards for Federal Services,Current-use reference,specifications/fed/fed-std-h28.html,specifications/fed/fed-specifications.html,generated_from_master_record,
PRA-SPC-00533,FED,FED-STD-H28/2,Unified Inch Screw Threads — UN and UNR Thread Forms,Current-use reference,specifications/fed/fed-std-h28-2.html,specifications/fed/fed-specifications.html,generated_from_master_record,
PRA-SPC-00534,FED,FED-STD-H28/4,"Controlled Radius Root Screw Threads, UNJ Symbol",Current-use reference,specifications/fed/fed-std-h28-4.html,specifications/fed/fed-specifications.html,generated_from_master_record,
PRA-SPC-00535,FED,FED-STD-H28/21,Metric Screw Threads,Current-use reference,specifications/fed/fed-std-h28-21.html,specifications/fed/fed-specifications.html,generated_from_master_record,
PRA-SPC-00536,MIL,MIL-S-7742,"Screw Threads, Standard, Optimum Selected Series; General Specification for",Legacy / Superseded,specifications/mil/mil-s-7742.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00537,MIL,MIL-STD-130,Identification Marking of U.S. Military Property,Current-use reference,specifications/mil/mil-std-130.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00538,MIL,MIL-STD-792,Identification Marking Requirements for Special Purpose Components,Current-use reference,specifications/mil/mil-std-792.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00539,MIL,MIL-STD-1312 Series,Fastener Test Methods,Legacy / Superseded,specifications/mil/mil-std-1312-series.html,specifications/mil/mil-specifications.html,generated_from_master_record,
PRA-SPC-00540,NAS,NASM1312 Series,Fastener Test Methods,Current-use reference,specifications/nas/nas-nasm1312-series.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00541,NAS,NASM1312-8,Fastener Test Methods — Method 8 — Tensile Strength,Current-use reference,specifications/nas/nas-nasm1312-8.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00542,NAS,NASM1312-11,Fastener Test Methods — Method 11 — Tension Fatigue,Legacy / Superseded,specifications/nas/nas-nasm1312-11.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00543,NAS,NASM1312-13,Fastener Test Methods — Method 13 — Double Shear Test,Legacy / Superseded,specifications/nas/nas-nasm1312-13.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00544,NAS,NASM1312-18,Fastener Test Methods — Method 18 — Elevated Temperature Tensile Strength,Legacy / Superseded,specifications/nas/nas-nasm1312-18.html,specifications/nas/nas-specifications.html,generated_from_master_record,
PRA-SPC-00545,ASTM,ASTM B633,Standard Specification for Electrodeposited Coatings of Zinc on Iron and Steel,Current-use reference,specifications/astm/astm-b633.html,specifications/astm/astm-specifications.html,generated_from_master_record,
PRA-SPC-00546,AASHTO,AASHTO M164,High-Strength Bolts for Structural Steel Joints,Legacy / Superseded,specifications/aashto/aashto-m164.html,specifications/aashto/aashto-specifications.html,generated_from_master_record,specifications/aashto/aashto-m164/index.html
PRA-SPC-00547,AASHTO,AASHTO M232M/M232-25,Zinc Coating (Hot-Dip) on Iron and Steel Hardware,Current-use reference,specifications/aashto/aashto-m232m-m232-25.html,specifications/aashto/aashto-specifications.html,generated_from_master_record,specifications/aashto/aashto-m232/index.html
PRA-SPC-00548,AASHTO,AASHTO M253,"Structural Bolts, Alloy Steel, Heat-Treated, 150 ksi Minimum Tensile Strength",Legacy / Superseded,specifications/aashto/aashto-m253.html,specifications/aashto/aashto-specifications.html,generated_from_master_record,specifications/aashto/aashto-m253/index.html
PRA-SPC-00549,AASHTO,AASHTO M291,Carbon and Alloy Steel Nuts,Legacy / Superseded,specifications/aashto/aashto-m291.html,specifications/aashto/aashto-specifications.html,generated_from_master_record,specifications/aashto/aashto-m291/index.html
PRA-SPC-00550,AASHTO,AASHTO M292M/M292-25,"Carbon Steel, Alloy Steel, and Stainless Steel Nuts for Bolts for High-Pressure or High-Temperature Service, or Both",Current-use reference,specifications/aashto/aashto-m292m-m292-25.html,specifications/aashto/aashto-specifications.html,generated_from_master_record,specifications/aashto/aashto-m292/index.html
PRA-SPC-00551,AASHTO,AASHTO M293,Hardened Steel Washers,Legacy / Superseded,specifications/aashto/aashto-m293.html,specifications/aashto/aashto-specifications.html,generated_from_master_record,specifications/aashto/aashto-m293/index.html
PRA-SPC-00552,AASHTO,AASHTO M314-90 (2022),Steel Anchor Bolts,Current-use reference,specifications/aashto/aashto-m314-90-2022.html,specifications/aashto/aashto-specifications.html,generated_from_master_record,specifications/aashto/aashto-m314/index.html
PRA-SPC-00553,ASME,ASME B18.21.1-2009 (R2016),"Washers: Helical Spring-Lock, Tooth Lock, and Plain Washers (Inch Series)",Current-use reference,specifications/asme/asme-b18-21-1-2009-r2016.html,specifications/asme/asme-specifications.html,generated_from_master_record,specifications/asme/asme-b18-21-1/index.html
PRA-SPC-00554,CSA,CSA G40.21-13 (R2023),Structural Quality Steel,Current-use reference,specifications/csa/csa-g40-21-13-r2023.html,specifications/csa/csa-specifications.html,generated_from_master_record,specifications/csa/csa-g40-21/index.html
PRA-SPC-00555,ASTM,ASTM A105/A105M,Standard Specification for Carbon Steel Forgings for Piping Applications,Current-use reference,specifications/astm/astm-a105-a105m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a105/index.html
PRA-SPC-00556,ASTM,ASTM A108,"Standard Specification for Steel Bar, Carbon and Alloy, Cold-Finished",Current-use reference,specifications/astm/astm-a108.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a108/index.html
PRA-SPC-00557,ASTM,ASTM A182/A182M,"Standard Specification for Forged or Rolled Alloy and Stainless Steel Pipe Flanges, Forged Fittings, and Valves and Parts for High-Temperature Service",Current-use reference,specifications/astm/astm-a182-a182m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a182/index.html
PRA-SPC-00558,ASTM,ASTM A240/A240M,"Standard Specification for Chromium and Chromium-Nickel Stainless Steel Plate, Sheet, and Strip for Pressure Vessels and for General Applications",Current-use reference,specifications/astm/astm-a240-a240m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a240/index.html
PRA-SPC-00559,ASTM,ASTM A276/A276M,Standard Specification for Stainless Steel Bars and Shapes,Current-use reference,specifications/astm/astm-a276-a276m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a276/index.html
PRA-SPC-00560,ASTM,ASTM A29/A29M,"Standard Specification for General Requirements for Steel Bars, Carbon and Alloy, Hot-Wrought",Current-use reference,specifications/astm/astm-a29-a29m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a29/index.html
PRA-SPC-00561,ASTM,ASTM A350/A350M,"Standard Specification for Carbon and Low-Alloy Steel Forgings, Requiring Notch Toughness Testing for Piping Components",Current-use reference,specifications/astm/astm-a350-a350m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a350/index.html
PRA-SPC-00562,ASTM,ASTM A479/A479M,Standard Specification for Stainless Steel Bars and Shapes for Use in Boilers and Other Pressure Vessels,Current-use reference,specifications/astm/astm-a479-a479m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a479/index.html
PRA-SPC-00563,ASTM,ASTM A522/A522M,"Standard Specification for Forged or Rolled 8 and 9% Nickel Alloy Steel Flanges, Fittings, Valves, and Parts for Low-Temperature Service",Current-use reference,specifications/astm/astm-a522-a522m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a522/index.html
PRA-SPC-00564,ASTM,ASTM A529/A529M,Standard Specification for High-Strength Carbon-Manganese Steel of Structural Quality,Current-use reference,specifications/astm/astm-a529-a529m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a529/index.html
PRA-SPC-00565,ASTM,ASTM A541/A541M,Standard Specification for Quenched and Tempered Carbon and Alloy Steel Forgings for Pressure Vessel Components,Legacy / Superseded,specifications/astm/astm-a541-a541m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a541/index.html
PRA-SPC-00566,ASTM,ASTM A564/A564M,Standard Specification for Hot-Rolled and Cold-Finished Age-Hardening Stainless Steel Bars and Shapes,Current-use reference,specifications/astm/astm-a564-a564m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a564/index.html
PRA-SPC-00567,ASTM,ASTM A576,"Standard Specification for Steel Bars, Carbon, Hot-Wrought, Special Quality",Current-use reference,specifications/astm/astm-a576.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a576/index.html
PRA-SPC-00568,ASTM,ASTM A582/A582M,Standard Specification for Free-Machining Stainless Steel Bars,Current-use reference,specifications/astm/astm-a582-a582m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a582/index.html
PRA-SPC-00569,ASTM,ASTM A592/A592M,Standard Specification for High-Strength Quenched and Tempered Low-Alloy Steel Forged Parts for Pressure Vessels,Current-use reference,specifications/astm/astm-a592-a592m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a592/index.html
PRA-SPC-00570,ASTM,ASTM A638/A638M,"Standard Specification for Precipitation Hardening Iron Base Superalloy Bars, Forgings, and Forging Stock for High-Temperature Service",Current-use reference,specifications/astm/astm-a638-a638m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a638/index.html
PRA-SPC-00571,ASTM,ASTM A694/A694M,"Standard Specification for Carbon and Alloy Steel Forgings for Pipe Flanges, Fittings, Valves, and Parts for High-Pressure Transmission Service",Current-use reference,specifications/astm/astm-a694-a694m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a694/index.html
PRA-SPC-00572,ASTM,ASTM A705/A705M,Standard Specification for Age-Hardening Stainless Steel Forgings,Current-use reference,specifications/astm/astm-a705-a705m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a705/index.html
PRA-SPC-00573,ASTM,ASTM A707/A707M,Standard Specification for Forged Carbon and Alloy Steel Flanges for Low-Temperature Service,Current-use reference,specifications/astm/astm-a707-a707m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a707/index.html
PRA-SPC-00574,ASTM,ASTM A727/A727M,Standard Specification for Carbon Steel Forgings for Piping Components with Inherent Notch Toughness,Legacy / Superseded,specifications/astm/astm-a727-a727m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a727/index.html
PRA-SPC-00575,ASTM,ASTM A836/A836M,Standard Specification for Titanium-Stabilized Carbon Steel Forgings for Glass-Lined Piping and Pressure Vessel Service,Current-use reference,specifications/astm/astm-a836-a836m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a836/index.html
PRA-SPC-00576,ASTM,ASTM A965/A965M,"Standard Specification for Steel Forgings, Austenitic, for Pressure and High Temperature Parts",Current-use reference,specifications/astm/astm-a965-a965m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-a965/index.html
PRA-SPC-00577,ASTM,ASTM B103/B103M,"Standard Specification for Phosphor Bronze Plate, Sheet, Strip, and Rolled Bar",Current-use reference,specifications/astm/astm-b103-b103m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b103/index.html
PRA-SPC-00578,ASTM,ASTM B121/B121M,"Standard Specification for Leaded Brass Plate, Sheet, Strip, and Rolled Bar",Current-use reference,specifications/astm/astm-b121-b121m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b121/index.html
PRA-SPC-00579,ASTM,ASTM B122/B122M,"Standard Specification for Copper-Nickel-Tin Alloy, Copper-Nickel-Zinc Alloy (Nickel Silver), and Copper-Nickel Alloy Plate, Sheet, Strip, and Rolled Bar",Current-use reference,specifications/astm/astm-b122-b122m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b122/index.html
PRA-SPC-00580,ASTM,ASTM B124/B124M,"Standard Specification for Copper and Copper Alloy Forging Rod, Bar, and Shapes",Current-use reference,specifications/astm/astm-b124-b124m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b124/index.html
PRA-SPC-00581,ASTM,ASTM B127,"Standard Specification for Nickel-Copper Alloy Plate, Sheet, and Strip",Current-use reference,specifications/astm/astm-b127.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b127/index.html
PRA-SPC-00582,ASTM,ASTM B134/B134M,Standard Specification for Brass Wire,Current-use reference,specifications/astm/astm-b134-b134m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b134/index.html
PRA-SPC-00583,ASTM,ASTM B139/B139M,"Standard Specification for Phosphor Bronze Rod, Bar, and Shapes",Current-use reference,specifications/astm/astm-b139-b139m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b139/index.html
